Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2016-06-07 00:03:00,59.5,54.2,29.87,East,88,0.7,3.6,83,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:03:00,
2016-06-07 00:08:00,59.5,54.1,29.87,NE,52,1.1,3.6,82,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:08:00,
2016-06-07 00:13:00,59.7,54.1,29.87,NNE,29,0.3,3.6,82,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:13:00,
2016-06-07 00:18:00,59.7,54.0,29.87,ENE,57,2.8,3.9,81,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:18:00,
2016-06-07 00:23:00,59.9,54.1,29.87,East,88,0.8,4.1,81,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:23:00,
2016-06-07 00:28:00,59.9,53.9,29.87,NE,42,1.2,4.1,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:28:00,
2016-06-07 00:33:00,60.0,53.9,29.87,East,95,0.6,3.1,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:33:00,
2016-06-07 00:38:00,60.0,53.9,29.87,East,79,1.2,3.1,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:38:00,
2016-06-07 00:43:00,60.0,53.7,29.87,NNW,336,1.4,3.3,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:43:00,
2016-06-07 00:48:00,60.0,53.7,29.87,ESE,106,1.0,4.1,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:48:00,
2016-06-07 00:53:00,60.0,53.7,29.86,ENE,77,1.2,4.1,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:53:00,
2016-06-07 00:58:00,60.0,53.7,29.87,NNE,32,3.9,5.6,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 07:58:00,
2016-06-07 01:03:00,60.0,53.7,29.87,ESE,109,0.7,5.6,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 08:03:00,
2016-06-07 01:08:00,60.0,53.7,29.87,NE,50,2.2,4.4,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 08:08:00,
2016-06-07 01:13:00,60.0,53.7,29.87,NE,55,1.5,3.5,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 08:13:00,
2016-06-07 01:23:00,60.2,53.9,29.87,East,91,2.0,4.1,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 08:23:00,
2016-06-07 01:28:00,60.2,53.9,29.87,NE,36,1.1,4.1,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 08:28:00,
2016-06-07 01:33:00,60.2,53.9,29.87,NNE,14,0.7,3.6,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 08:33:00,
2016-06-07 01:48:00,60.4,53.9,29.87,NE,56,0.8,3.1,79,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 08:48:00,
2016-06-07 01:53:00,60.4,53.8,29.87,ENE,72,0.8,3.7,79,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 08:53:00,
2016-06-07 01:58:00,60.6,54.1,29.87,ENE,72,2.0,3.7,79,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 08:58:00,
2016-06-07 02:13:00,60.8,54.3,29.87,East,83,0.8,2.6,79,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 09:13:00,
2016-06-07 02:18:00,60.8,54.3,29.87,East,91,1.1,2.5,79,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 09:18:00,
2016-06-07 02:23:00,60.8,54.4,29.87,East,93,0.7,3.1,79,0.00,,,0.00,2,WeatherBaga 2.4.4,2016-06-07 09:23:00,
2016-06-07 02:28:00,60.8,54.4,29.87,East,84,1.0,3.1,79,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 09:28:00,
2016-06-07 02:33:00,60.9,54.5,29.87,East,99,0.6,1.9,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 09:33:00,
2016-06-07 02:38:00,60.9,54.5,29.87,ESE,110,0.7,1.9,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 09:38:00,
2016-06-07 02:43:00,60.9,54.5,29.87,SE,139,1.0,1.6,79,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 09:43:00,
2016-06-07 02:48:00,61.1,54.7,29.87,ESE,118,0.6,1.6,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 09:48:00,
2016-06-07 02:53:00,61.1,54.8,29.87,ENE,61,1.5,1.9,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 09:53:00,
2016-06-07 02:58:00,61.1,54.9,29.86,SE,131,0.8,5.1,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 09:58:00,
2016-06-07 03:03:00,61.1,54.9,29.86,NNE,20,1.6,5.1,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 10:03:00,
2016-06-07 03:08:00,61.1,54.9,29.86,ENE,78,3.4,4.7,80,0.00,,,0.00,1,WeatherBaga 2.4.4,2016-06-07 10:08:00,
