Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2017-01-21 00:02:00,48.3,48.3,29.45,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:02:00,
2017-01-21 00:07:00,49.0,49.0,29.44,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:07:00,
2017-01-21 00:12:00,49.0,49.0,29.44,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:12:00,
2017-01-21 00:17:00,49.3,49.3,29.45,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:17:00,
2017-01-21 00:22:00,49.6,49.6,29.45,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:22:00,
2017-01-21 00:27:00,49.9,49.9,29.45,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:27:00,
2017-01-21 00:32:00,49.7,49.7,29.45,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:32:00,
2017-01-21 00:37:00,49.9,49.9,29.45,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:37:00,
2017-01-21 00:42:00,49.6,49.6,29.45,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:42:00,
2017-01-21 00:47:00,49.5,49.5,29.45,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:47:00,
2017-01-21 00:52:00,49.2,49.2,29.46,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:52:00,
2017-01-21 00:57:00,49.9,49.9,29.47,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 08:57:00,
2017-01-21 01:02:00,49.6,49.6,29.46,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:02:00,
2017-01-21 01:07:00,49.7,49.7,29.47,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:07:00,
2017-01-21 01:12:00,50.0,50.0,29.47,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:12:00,
2017-01-21 01:17:00,50.2,50.2,29.47,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:17:00,
2017-01-21 01:22:00,50.4,50.4,29.47,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:22:00,
2017-01-21 01:27:00,50.5,50.5,29.47,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:27:00,
2017-01-21 01:32:00,50.2,50.2,29.47,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:32:00,
2017-01-21 01:37:00,49.8,49.8,29.47,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:37:00,
2017-01-21 01:42:00,50.2,50.2,29.48,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:42:00,
2017-01-21 01:47:00,50.0,50.0,29.48,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:47:00,
2017-01-21 01:52:00,49.8,49.8,29.49,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:52:00,
2017-01-21 01:57:00,50.0,50.0,29.49,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 09:57:00,
2017-01-21 02:02:00,50.2,50.2,29.49,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:02:00,
2017-01-21 02:07:00,50.2,50.2,29.49,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:07:00,
2017-01-21 02:12:00,50.4,50.4,29.50,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:12:00,
2017-01-21 02:17:00,50.3,50.3,29.50,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:17:00,
2017-01-21 02:22:00,50.2,50.2,29.51,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:22:00,
2017-01-21 02:27:00,50.2,50.2,29.51,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:27:00,
2017-01-21 02:32:00,50.0,50.0,29.51,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:32:00,
2017-01-21 02:37:00,49.9,49.9,29.51,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:37:00,
2017-01-21 02:42:00,50.0,50.0,29.51,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:42:00,
2017-01-21 02:47:00,50.0,50.0,29.52,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:47:00,
2017-01-21 02:52:00,50.0,50.0,29.52,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:52:00,
2017-01-21 02:57:00,49.4,49.4,29.52,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 10:57:00,
2017-01-21 03:02:00,49.2,49.2,29.52,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:02:00,
2017-01-21 03:07:00,50.0,50.0,29.52,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:07:00,
2017-01-21 03:12:00,50.3,50.3,29.52,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:12:00,
2017-01-21 03:17:00,50.7,50.7,29.52,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:17:00,
2017-01-21 03:22:00,50.4,50.4,29.52,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:22:00,
2017-01-21 03:27:00,50.5,50.5,29.52,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:27:00,
2017-01-21 03:32:00,50.6,50.6,29.52,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:32:00,
2017-01-21 03:37:00,50.3,50.3,29.52,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:37:00,
2017-01-21 03:42:00,50.7,50.7,29.53,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:42:00,
2017-01-21 03:47:00,50.7,50.7,29.53,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:47:00,
2017-01-21 03:52:00,50.5,50.5,29.53,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:52:00,
2017-01-21 03:57:00,50.5,50.5,29.53,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 11:57:00,
2017-01-21 04:02:00,50.5,50.5,29.53,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:02:00,
2017-01-21 04:07:00,50.7,50.7,29.54,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:07:00,
2017-01-21 04:12:00,50.4,50.4,29.54,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:12:00,
2017-01-21 04:17:00,50.0,50.0,29.55,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:17:00,
2017-01-21 04:22:00,50.6,50.6,29.55,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:22:00,
2017-01-21 04:27:00,50.6,50.6,29.56,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:27:00,
2017-01-21 04:32:00,50.3,50.3,29.56,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:32:00,
2017-01-21 04:37:00,50.4,50.4,29.57,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:37:00,
2017-01-21 04:42:00,50.4,50.4,29.57,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:42:00,
2017-01-21 04:47:00,50.5,50.5,29.57,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:47:00,
2017-01-21 04:52:00,50.7,50.7,29.56,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:52:00,
2017-01-21 04:57:00,51.0,51.0,29.57,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 12:57:00,
2017-01-21 05:02:00,50.9,50.9,29.58,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:02:00,
2017-01-21 05:07:00,50.9,50.9,29.58,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:07:00,
2017-01-21 05:12:00,50.8,50.8,29.58,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:12:00,
2017-01-21 05:17:00,50.8,50.8,29.58,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:17:00,
2017-01-21 05:22:00,51.0,51.0,29.58,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:22:00,
2017-01-21 05:27:00,51.4,51.4,29.59,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:27:00,
2017-01-21 05:32:00,50.9,50.9,29.59,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:32:00,
2017-01-21 05:37:00,51.2,51.2,29.59,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:37:00,
2017-01-21 05:42:00,51.4,51.4,29.59,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:42:00,
2017-01-21 05:47:00,51.4,51.4,29.59,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:47:00,
2017-01-21 05:52:00,51.1,51.1,29.59,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:52:00,
2017-01-21 05:57:00,50.9,50.9,29.60,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 13:57:00,
2017-01-21 06:02:00,50.4,50.4,29.61,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:02:00,
2017-01-21 06:07:00,50.5,50.5,29.61,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:07:00,
2017-01-21 06:12:00,50.3,50.3,29.61,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:12:00,
2017-01-21 06:17:00,50.3,50.3,29.62,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:17:00,
2017-01-21 06:22:00,50.3,50.3,29.62,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:22:00,
2017-01-21 06:27:00,50.5,50.5,29.62,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:27:00,
2017-01-21 06:32:00,50.0,50.0,29.62,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:32:00,
2017-01-21 06:37:00,49.9,49.9,29.62,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:37:00,
2017-01-21 06:42:00,49.8,49.8,29.62,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:42:00,
2017-01-21 06:47:00,49.8,49.8,29.63,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:47:00,
2017-01-21 06:52:00,49.6,49.6,29.63,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:52:00,
2017-01-21 06:57:00,49.5,49.5,29.64,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 14:57:00,
2017-01-21 07:02:00,49.2,49.2,29.65,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:02:00,
2017-01-21 07:07:00,49.4,49.4,29.65,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:07:00,
2017-01-21 07:12:00,49.4,49.4,29.66,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:12:00,
2017-01-21 07:17:00,49.3,49.3,29.66,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:17:00,
2017-01-21 07:22:00,49.0,49.0,29.66,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:22:00,
2017-01-21 07:27:00,48.8,48.8,29.66,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:27:00,
2017-01-21 07:32:00,49.3,49.3,29.67,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:32:00,
2017-01-21 07:37:00,49.8,49.8,29.67,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:37:00,
2017-01-21 07:42:00,49.9,49.9,29.67,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:42:00,
2017-01-21 07:47:00,49.7,49.7,29.68,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:47:00,
2017-01-21 07:52:00,49.4,49.4,29.67,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:52:00,
2017-01-21 07:57:00,49.6,49.6,29.68,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 15:57:00,
2017-01-21 08:02:00,49.7,49.7,29.68,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:02:00,
2017-01-21 08:07:00,49.6,49.6,29.68,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:07:00,
2017-01-21 08:12:00,49.5,49.5,29.68,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:12:00,
2017-01-21 08:17:00,49.4,49.4,29.68,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:17:00,
2017-01-21 08:22:00,49.5,49.5,29.69,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:22:00,
2017-01-21 08:27:00,49.7,49.7,29.70,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:27:00,
2017-01-21 08:32:00,50.1,50.1,29.70,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:32:00,
2017-01-21 08:37:00,50.6,50.6,29.70,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:37:00,
2017-01-21 08:42:00,50.8,50.8,29.70,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:42:00,
2017-01-21 08:47:00,50.9,50.9,29.71,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:47:00,
2017-01-21 08:52:00,51.2,51.2,29.71,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:52:00,
2017-01-21 08:57:00,51.4,51.4,29.71,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 16:57:00,
2017-01-21 09:02:00,51.9,51.9,29.72,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:02:00,
2017-01-21 09:07:00,51.9,51.9,29.72,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:07:00,
2017-01-21 09:12:00,51.7,51.7,29.73,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:12:00,
2017-01-21 09:17:00,52.1,52.1,29.73,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:17:00,
2017-01-21 09:22:00,52.0,52.0,29.73,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:22:00,
2017-01-21 09:27:00,52.4,52.4,29.73,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:27:00,
2017-01-21 09:32:00,52.4,52.4,29.73,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:32:00,
2017-01-21 09:38:00,52.7,52.7,29.73,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:38:00,
2017-01-21 09:43:00,53.2,53.2,29.73,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:43:00,
2017-01-21 09:48:00,53.2,53.2,29.74,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:48:00,
2017-01-21 09:53:00,53.1,53.1,29.74,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:53:00,
2017-01-21 09:58:00,53.2,53.2,29.74,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 17:58:00,
2017-01-21 10:03:00,53.3,53.3,29.75,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:03:00,
2017-01-21 10:08:00,53.5,53.5,29.76,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:08:00,
2017-01-21 10:13:00,54.2,54.2,29.76,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:13:00,
2017-01-21 10:18:00,54.5,54.5,29.76,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:18:00,
2017-01-21 10:23:00,54.4,54.4,29.76,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:23:00,
2017-01-21 10:28:00,54.5,54.5,29.76,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:28:00,
2017-01-21 10:33:00,54.6,54.6,29.76,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:33:00,
2017-01-21 10:38:00,54.9,54.9,29.76,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:38:00,
2017-01-21 10:43:00,54.7,54.7,29.76,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:43:00,
2017-01-21 10:48:00,54.8,54.8,29.77,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:48:00,
2017-01-21 10:53:00,55.2,55.2,29.77,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:53:00,
2017-01-21 10:58:00,55.7,55.7,29.77,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 18:58:00,
2017-01-21 11:03:00,55.8,55.8,29.77,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 19:03:00,
2017-01-21 11:08:00,55.9,55.9,29.77,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 19:08:00,
2017-01-21 11:13:00,56.1,56.1,29.77,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 19:13:00,
2017-01-21 11:18:00,56.0,56.0,29.77,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 19:18:00,
2017-01-21 11:23:00,56.4,56.4,29.77,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 19:23:00,
2017-01-21 11:28:00,56.4,56.4,29.77,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 19:28:00,
2017-01-21 11:33:00,56.4,56.4,29.77,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2017-01-21 19:33:00,
