Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2016-12-09 00:03:00,59.2,59.2,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:03:00,
2016-12-09 00:08:00,59.0,59.0,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:08:00,
2016-12-09 00:13:00,59.0,59.0,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:13:00,
2016-12-09 00:18:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:18:00,
2016-12-09 00:23:00,59.6,59.6,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:23:00,
2016-12-09 00:28:00,59.6,59.6,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:28:00,
2016-12-09 00:33:00,59.5,59.5,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:33:00,
2016-12-09 00:38:00,59.6,59.6,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:38:00,
2016-12-09 00:43:00,59.6,59.6,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:43:00,
2016-12-09 00:48:00,59.6,59.6,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:48:00,
2016-12-09 00:53:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:53:00,
2016-12-09 00:58:00,59.3,59.3,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 08:58:00,
2016-12-09 01:03:00,59.5,59.5,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 09:03:00,
2016-12-09 01:13:00,59.5,59.5,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 09:13:00,
2016-12-09 01:18:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 09:18:00,
2016-12-09 01:23:00,59.3,59.3,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 09:23:00,
2016-12-09 01:28:00,59.2,59.2,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 09:28:00,
2016-12-09 01:38:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 09:38:00,
2016-12-09 01:43:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 09:43:00,
2016-12-09 01:48:00,59.3,59.3,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 09:48:00,
2016-12-09 01:53:00,59.5,59.5,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 09:53:00,
2016-12-09 01:58:00,59.5,59.5,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 09:58:00,
2016-12-09 02:03:00,59.6,59.6,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:03:00,
2016-12-09 02:08:00,59.5,59.5,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:08:00,
2016-12-09 02:13:00,59.5,59.5,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:13:00,
2016-12-09 02:18:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:18:00,
2016-12-09 02:23:00,59.5,59.5,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:23:00,
2016-12-09 02:28:00,59.6,59.6,30.12,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:28:00,
2016-12-09 02:33:00,59.5,59.5,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:33:00,
2016-12-09 02:38:00,59.4,59.4,30.12,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:38:00,
2016-12-09 02:43:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:43:00,
2016-12-09 02:48:00,59.3,59.3,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:48:00,
2016-12-09 02:53:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:53:00,
2016-12-09 02:58:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 10:58:00,
2016-12-09 03:03:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:03:00,
2016-12-09 03:08:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:08:00,
2016-12-09 03:13:00,59.3,59.3,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:13:00,
2016-12-09 03:18:00,59.4,59.4,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:18:00,
2016-12-09 03:23:00,59.3,59.3,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:23:00,
2016-12-09 03:28:00,59.2,59.2,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:28:00,
2016-12-09 03:33:00,59.2,59.2,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:33:00,
2016-12-09 03:38:00,59.2,59.2,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:38:00,
2016-12-09 03:43:00,59.2,59.2,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:43:00,
2016-12-09 03:48:00,59.2,59.2,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:48:00,
2016-12-09 03:53:00,59.0,59.0,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:53:00,
2016-12-09 03:58:00,59.1,59.1,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 11:58:00,
2016-12-09 04:03:00,59.1,59.1,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:03:00,
2016-12-09 04:08:00,59.0,59.0,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:08:00,
2016-12-09 04:13:00,59.2,59.2,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:13:00,
2016-12-09 04:18:00,59.1,59.1,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:18:00,
2016-12-09 04:23:00,59.2,59.2,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:23:00,
2016-12-09 04:28:00,59.1,59.1,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:28:00,
2016-12-09 04:33:00,59.1,59.1,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:33:00,
2016-12-09 04:38:00,59.1,59.1,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:38:00,
2016-12-09 04:43:00,59.1,59.1,30.11,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:43:00,
2016-12-09 04:48:00,58.9,58.9,30.10,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:48:00,
2016-12-09 04:53:00,59.0,59.0,30.10,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:53:00,
2016-12-09 04:58:00,58.9,58.9,30.10,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 12:58:00,
2016-12-09 05:03:00,58.8,58.8,30.10,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 13:03:00,
2016-12-09 05:08:00,58.8,58.8,30.10,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 13:08:00,
2016-12-09 05:13:00,58.8,58.8,30.10,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-09 13:13:00,
