Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2016-12-12 00:03:00,51.5,51.5,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 08:03:00,
2016-12-12 00:08:00,51.5,51.5,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 08:08:00,
2016-12-12 00:13:00,51.3,51.3,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 08:13:00,
2016-12-12 00:23:00,51.6,51.6,30.15,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 08:23:00,
2016-12-12 00:28:00,51.2,51.2,30.15,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 08:28:00,
2016-12-12 00:33:00,51.5,51.5,30.15,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 08:33:00,
2016-12-12 00:38:00,51.5,51.5,30.15,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 08:38:00,
2016-12-12 00:43:00,51.5,51.5,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 08:43:00,
2016-12-12 00:48:00,51.5,51.5,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 08:48:00,
2016-12-12 00:53:00,51.6,51.6,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 08:53:00,
2016-12-12 00:58:00,51.4,51.4,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 08:58:00,
2016-12-12 01:03:00,51.4,51.4,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 09:03:00,
2016-12-12 01:08:00,51.4,51.4,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 09:08:00,
2016-12-12 01:13:00,51.2,51.2,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 09:13:00,
2016-12-12 01:18:00,51.2,51.2,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 09:18:00,
2016-12-12 01:28:00,51.6,51.6,30.16,North,-9999,-999.9,-999.0,100,-99.99,,,-99.99,,2016-12-12 09:28:00,
