Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2015-06-28 00:02:00,64.2,55.7,30.00,NW,319,0.7,2.3,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:02:00,
2015-06-28 00:07:00,64.2,55.7,30.00,ESE,112,0.3,2.3,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:07:00,
2015-06-28 00:12:00,64.2,55.6,30.00,SSW,195,0.4,2.4,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:12:00,
2015-06-28 00:17:00,64.2,55.6,30.00,ENE,72,0.4,2.4,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:17:00,
2015-06-28 00:22:00,64.2,55.8,30.00,NNW,345,0.9,1.6,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:22:00,
2015-06-28 00:27:00,64.2,56.2,30.00,NE,36,1.2,5.2,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:27:00,
2015-06-28 00:32:00,64.4,56.6,29.99,WSW,245,0.3,5.2,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:32:00,
2015-06-28 00:37:00,64.4,56.6,29.98,ENE,68,0.8,3.5,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:37:00,
2015-06-28 00:42:00,64.4,56.6,29.98,ENE,66,3.2,3.7,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:42:00,
2015-06-28 00:47:00,64.2,56.5,29.99,NNE,26,1.9,4.5,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:47:00,
2015-06-28 00:52:00,64.2,56.5,29.98,NW,310,1.3,4.6,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:52:00,
2015-06-28 00:57:00,64.2,56.5,29.98,WNW,287,0.9,4.6,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 07:57:00,
2015-06-28 01:02:00,64.4,56.7,29.98,NE,34,0.3,3.8,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:02:00,
2015-06-28 01:07:00,64.4,56.5,29.98,NE,40,0.3,3.8,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:07:00,
2015-06-28 01:12:00,64.4,56.6,29.98,NE,44,3.9,5.7,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:12:00,
2015-06-28 01:17:00,64.4,56.6,29.99,NNW,336,2.7,5.7,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:17:00,
2015-06-28 01:22:00,64.4,56.7,29.99,East,94,2.3,6.2,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:22:00,
2015-06-28 01:27:00,64.4,56.8,29.99,NNE,27,0.9,6.2,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:27:00,
2015-06-28 01:32:00,64.4,56.7,29.98,ENE,76,1.5,4.0,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:32:00,
2015-06-28 01:37:00,64.4,56.6,29.98,NNE,31,1.5,3.3,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:37:00,
2015-06-28 01:42:00,64.2,56.0,29.98,South,187,0.4,3.3,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:42:00,
2015-06-28 01:47:00,64.2,56.0,29.98,NE,41,0.2,3.1,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:47:00,
2015-06-28 01:52:00,64.4,56.2,29.99,East,80,1.1,1.8,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:52:00,
2015-06-28 01:57:00,64.2,55.9,30.00,NE,44,1.3,3.5,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 08:57:00,
2015-06-28 02:02:00,64.4,56.0,29.99,ENE,64,1.1,4.2,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:02:00,
2015-06-28 02:07:00,64.2,55.9,29.99,NE,47,3.3,4.2,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:07:00,
2015-06-28 02:12:00,64.2,55.9,30.00,ENE,74,0.3,4.1,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:12:00,
2015-06-28 02:17:00,64.2,55.9,29.99,WNW,298,0.9,3.5,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:17:00,
2015-06-28 02:22:00,64.2,55.9,30.00,NNE,14,0.9,2.1,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:22:00,
2015-06-28 02:27:00,64.2,56.0,29.98,NNW,335,1.2,2.1,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:27:00,
2015-06-28 02:32:00,64.2,55.9,29.97,NE,53,0.4,3.0,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:32:00,
2015-06-28 02:37:00,64.2,55.9,29.97,WNW,292,1.2,3.0,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:37:00,
2015-06-28 02:42:00,64.2,55.9,29.98,NE,56,0.9,4.4,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:42:00,
2015-06-28 02:47:00,64.2,55.9,29.98,NNE,12,1.4,4.4,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:47:00,
2015-06-28 02:52:00,64.2,55.9,29.97,NE,46,1.5,2.9,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:52:00,
2015-06-28 02:57:00,64.2,55.9,29.96,NE,40,1.8,2.9,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 09:57:00,
2015-06-28 03:02:00,64.2,55.9,29.96,WNW,294,1.4,3.7,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:02:00,
2015-06-28 03:07:00,64.0,55.7,29.96,SE,127,1.1,3.7,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:07:00,
2015-06-28 03:12:00,64.0,55.7,29.96,NNW,335,0.9,3.4,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:12:00,
2015-06-28 03:17:00,64.0,55.7,29.96,East,79,0.7,2.5,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:17:00,
2015-06-28 03:22:00,64.0,55.7,29.96,ENE,71,1.1,2.6,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:22:00,
2015-06-28 03:27:00,63.8,55.6,29.96,East,80,1.5,2.6,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:27:00,
2015-06-28 03:32:00,63.8,55.4,29.96,East,80,1.9,3.1,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:32:00,
2015-06-28 03:37:00,63.8,55.5,29.96,North,352,1.7,3.1,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:37:00,
2015-06-28 03:42:00,63.6,55.2,29.96,ENE,58,0.5,1.9,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:42:00,
2015-06-28 03:47:00,63.6,55.2,29.96,East,100,1.0,2.0,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:47:00,
2015-06-28 03:52:00,63.6,55.2,29.97,ESE,112,1.0,2.0,74,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:52:00,
2015-06-28 03:57:00,63.6,55.4,29.97,SSW,197,0.7,1.2,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 10:57:00,
2015-06-28 04:02:00,63.6,55.4,29.97,SE,124,0.4,1.2,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:02:00,
2015-06-28 04:07:00,63.6,55.5,29.97,West,271,0.3,1.2,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:07:00,
2015-06-28 04:12:00,63.6,55.6,29.97,ENE,67,0.3,1.2,75,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:12:00,
2015-06-28 04:17:00,63.6,55.8,29.97,North,357,1.4,1.9,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:17:00,
2015-06-28 04:22:00,63.5,55.8,29.97,NNW,334,0.5,1.9,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:22:00,
2015-06-28 04:27:00,63.5,55.8,29.97,North,0,0.6,1.5,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:27:00,
2015-06-28 04:32:00,63.3,55.8,29.97,East,82,0.7,1.5,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:32:00,
2015-06-28 04:37:00,63.1,55.7,29.97,East,91,0.9,1.9,77,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:37:00,
2015-06-28 04:42:00,63.1,55.8,29.98,ESE,118,0.3,1.9,77,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:42:00,
2015-06-28 04:47:00,63.1,55.8,29.97,SSW,201,0.2,2.0,77,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:47:00,
2015-06-28 04:52:00,63.1,55.9,29.97,North,1,0.9,2.4,78,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:52:00,
2015-06-28 04:57:00,63.1,55.9,29.97,NE,51,1.8,3.5,77,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 11:57:00,
2015-06-28 05:02:00,63.3,55.9,29.98,NW,323,1.0,3.5,77,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 12:02:00,
2015-06-28 05:07:00,63.3,55.9,29.98,North,6,0.6,2.9,77,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 12:07:00,
2015-06-28 05:12:00,63.3,55.9,29.98,NNE,33,0.2,1.3,77,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 12:12:00,
2015-06-28 05:17:00,63.5,56.0,29.98,WNW,297,1.1,1.9,77,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 12:17:00,
2015-06-28 05:22:00,63.5,56.0,29.98,North,358,0.8,2.0,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 12:22:00,
2015-06-28 05:27:00,63.5,55.9,29.99,NW,318,0.5,2.4,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 12:27:00,
2015-06-28 05:32:00,63.5,55.9,29.99,WSW,247,0.8,3.5,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 12:32:00,
2015-06-28 05:37:00,63.5,55.9,29.99,NE,54,1.7,3.5,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 12:37:00,
2015-06-28 05:42:00,63.5,55.9,29.99,South,188,0.3,2.6,76,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-28 12:42:00,
2015-06-28 05:47:00,63.5,55.9,30.00,NW,318,1.8,2.6,76,0.00,,,0.00,2,WeatherBaga 2.4.4,2015-06-28 12:47:00,
2015-06-28 05:52:00,63.6,55.9,30.00,SE,139,0.2,2.0,76,0.00,,,0.00,2,WeatherBaga 2.4.4,2015-06-28 12:52:00,
2015-06-28 05:57:00,63.6,55.9,29.99,NW,311,0.6,1.9,76,0.00,,,0.00,3,WeatherBaga 2.4.4,2015-06-28 12:57:00,
2015-06-28 06:02:00,63.6,55.9,29.99,NNE,25,2.0,2.1,76,0.00,,,0.00,3,WeatherBaga 2.4.4,2015-06-28 13:02:00,
2015-06-28 06:07:00,63.6,55.9,29.99,NNW,327,1.2,2.1,76,0.00,,,0.00,5,WeatherBaga 2.4.4,2015-06-28 13:07:00,
2015-06-28 06:12:00,63.6,56.0,29.99,NNE,27,0.5,2.0,76,0.00,,,0.00,6,WeatherBaga 2.4.4,2015-06-28 13:12:00,
2015-06-28 06:17:00,63.6,55.9,29.99,NNW,334,1.3,1.9,76,0.00,,,0.00,7,WeatherBaga 2.4.4,2015-06-28 13:17:00,
2015-06-28 06:22:00,63.6,55.9,29.99,ENE,68,0.4,2.5,76,0.00,,,0.00,10,WeatherBaga 2.4.4,2015-06-28 13:22:00,
2015-06-28 06:27:00,63.6,55.8,29.99,NW,325,0.9,2.5,76,0.00,,,0.00,11,WeatherBaga 2.4.4,2015-06-28 13:27:00,
2015-06-28 06:32:00,63.6,55.8,29.99,NNE,33,1.7,2.6,76,0.00,,,0.00,23,WeatherBaga 2.4.4,2015-06-28 13:32:00,
2015-06-28 06:37:00,63.6,55.8,29.99,NE,51,0.5,2.6,76,0.00,,,0.00,18,WeatherBaga 2.4.4,2015-06-28 13:37:00,
2015-06-28 06:42:00,63.8,55.9,30.00,East,98,0.7,1.8,76,0.00,,,0.00,23,WeatherBaga 2.4.4,2015-06-28 13:42:00,
2015-06-28 06:47:00,63.8,55.9,30.00,North,352,1.1,2.5,76,0.00,,,0.00,33,WeatherBaga 2.4.4,2015-06-28 13:47:00,
2015-06-28 06:52:00,63.8,55.9,30.00,NNE,31,0.7,2.5,76,0.00,,,0.00,38,WeatherBaga 2.4.4,2015-06-28 13:52:00,
2015-06-28 06:57:00,64.0,56.0,29.99,West,264,0.8,1.7,75,0.00,,,0.00,44,WeatherBaga 2.4.4,2015-06-28 13:57:00,
2015-06-28 07:02:00,64.2,56.0,29.99,East,92,1.0,1.7,75,0.00,,,0.00,55,WeatherBaga 2.4.4,2015-06-28 14:02:00,
2015-06-28 07:07:00,64.4,56.1,30.00,NE,49,2.0,2.2,74,0.00,,,0.00,63,WeatherBaga 2.4.4,2015-06-28 14:07:00,
2015-06-28 07:12:00,64.4,56.1,30.00,NNE,30,2.1,2.9,74,0.00,,,0.00,72,WeatherBaga 2.4.4,2015-06-28 14:12:00,
2015-06-28 07:17:00,64.4,56.0,30.00,SSE,158,1.6,3.3,74,0.00,,,0.00,69,WeatherBaga 2.4.4,2015-06-28 14:17:00,
2015-06-28 07:22:00,64.4,56.1,30.00,NNE,23,1.1,3.3,74,0.00,,,0.00,64,WeatherBaga 2.4.4,2015-06-28 14:22:00,
2015-06-28 07:27:00,64.5,56.3,30.00,East,90,0.8,2.5,75,0.00,,,0.00,72,WeatherBaga 2.4.4,2015-06-28 14:27:00,
2015-06-28 07:32:00,64.7,56.5,30.00,NE,54,3.2,3.4,75,0.00,,,0.00,85,WeatherBaga 2.4.4,2015-06-28 14:32:00,
2015-06-28 07:37:00,64.7,56.5,30.00,ENE,62,1.1,4.0,75,0.00,,,0.00,87,WeatherBaga 2.4.4,2015-06-28 14:37:00,
2015-06-28 07:42:00,64.9,56.6,30.01,NW,325,2.2,4.0,74,0.00,,,0.00,85,WeatherBaga 2.4.4,2015-06-28 14:42:00,
2015-06-28 07:47:00,64.9,56.4,30.01,East,87,3.1,5.6,74,0.00,,,0.00,98,WeatherBaga 2.4.4,2015-06-28 14:47:00,
2015-06-28 07:52:00,64.7,56.5,30.01,East,85,2.2,5.6,75,0.00,,,0.00,112,WeatherBaga 2.4.4,2015-06-28 14:52:00,
2015-06-28 07:57:00,64.4,56.5,30.01,NE,38,1.7,6.3,76,0.00,,,0.00,113,WeatherBaga 2.4.4,2015-06-28 14:57:00,
2015-06-28 08:02:00,64.5,56.6,30.01,North,350,0.9,6.3,76,0.00,,,0.00,111,WeatherBaga 2.4.4,2015-06-28 15:02:00,
2015-06-28 08:07:00,64.7,56.6,30.01,NNE,33,2.2,4.2,75,0.00,,,0.00,131,WeatherBaga 2.4.4,2015-06-28 15:07:00,
2015-06-28 08:12:00,64.9,56.7,30.01,ENE,78,0.7,4.0,75,0.00,,,0.00,135,WeatherBaga 2.4.4,2015-06-28 15:12:00,
2015-06-28 08:17:00,65.3,56.8,30.01,East,100,1.0,3.1,74,0.00,,,0.00,139,WeatherBaga 2.4.4,2015-06-28 15:17:00,
2015-06-28 08:22:00,65.1,56.5,30.01,East,92,0.8,4.0,74,0.00,,,0.00,139,WeatherBaga 2.4.4,2015-06-28 15:22:00,
2015-06-28 08:27:00,65.3,56.7,30.01,ENE,64,1.3,5.0,74,0.00,,,0.00,156,WeatherBaga 2.4.4,2015-06-28 15:27:00,
2015-06-28 08:32:00,65.3,56.8,30.01,NW,312,0.8,5.0,74,0.00,,,0.00,169,WeatherBaga 2.4.4,2015-06-28 15:32:00,
2015-06-28 08:37:00,65.6,56.6,30.01,NE,42,2.8,4.3,73,0.00,,,0.00,187,WeatherBaga 2.4.4,2015-06-28 15:37:00,
2015-06-28 08:42:00,65.6,56.4,30.01,NNE,33,0.4,4.2,72,0.00,,,0.00,193,WeatherBaga 2.4.4,2015-06-28 15:42:00,
2015-06-28 08:47:00,66.2,56.5,30.01,West,277,1.5,4.2,71,0.00,,,0.00,197,WeatherBaga 2.4.4,2015-06-28 15:47:00,
2015-06-28 08:52:00,66.5,56.3,30.01,East,88,0.3,4.2,70,0.00,,,0.00,211,WeatherBaga 2.4.4,2015-06-28 15:52:00,
2015-06-28 08:57:00,66.7,56.6,30.01,SSE,148,1.2,4.9,70,0.00,,,0.00,237,WeatherBaga 2.4.4,2015-06-28 15:57:00,
2015-06-28 09:02:00,66.9,56.4,30.01,WNW,302,1.5,4.9,69,0.00,,,0.00,259,WeatherBaga 2.4.4,2015-06-28 16:02:00,
2015-06-28 09:07:00,67.4,56.4,30.01,NW,308,3.7,4.6,68,0.00,,,0.00,256,WeatherBaga 2.4.4,2015-06-28 16:07:00,
