Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2015-06-05 00:00:00,57.3,51.6,29.84,South,186,0.2,1.5,81,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:00:00,
2015-06-05 00:05:00,57.2,51.4,29.84,NNW,340,0.2,1.5,81,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:05:00,
2015-06-05 00:10:00,57.2,51.5,29.84,South,188,0.2,1.5,81,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:10:00,
2015-06-05 00:15:00,56.8,51.1,29.84,West,279,0.6,1.5,81,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:15:00,
2015-06-05 00:20:00,56.8,51.4,29.84,ESE,114,0.9,1.3,82,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:20:00,
2015-06-05 00:25:00,56.6,51.3,29.84,SSE,151,0.5,1.3,82,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:25:00,
2015-06-05 00:30:00,56.6,51.3,29.84,SE,134,0.2,1.3,82,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:30:00,
2015-06-05 00:35:00,56.3,51.0,29.84,SSE,147,0.4,1.0,82,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:35:00,
2015-06-05 00:40:00,56.3,51.2,29.83,SE,134,0.6,0.9,83,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:40:00,
2015-06-05 00:45:00,56.1,51.0,29.84,West,270,0.5,1.3,83,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:45:00,
2015-06-05 00:50:00,55.9,50.8,29.83,South,179,0.3,1.3,83,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:50:00,
2015-06-05 00:55:00,55.9,51.0,29.83,NNW,339,1.1,1.1,84,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 07:55:00,
2015-06-05 01:00:00,55.9,51.4,29.83,NNW,345,0.9,1.4,85,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:00:00,
2015-06-05 01:05:00,55.9,51.3,29.83,SSW,200,0.3,1.4,85,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:05:00,
2015-06-05 01:10:00,55.7,51.0,29.83,South,169,0.2,1.1,84,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:10:00,
2015-06-05 01:15:00,55.5,50.9,29.83,South,185,0.6,1.0,84,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:15:00,
2015-06-05 01:20:00,55.5,51.0,29.82,SE,143,0.6,0.9,85,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:20:00,
2015-06-05 01:25:00,55.4,50.9,29.82,SSW,209,0.3,1.0,85,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:25:00,
2015-06-05 01:30:00,55.4,51.0,29.83,WNW,297,0.6,1.0,85,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:30:00,
2015-06-05 01:35:00,55.2,50.9,29.82,WNW,283,1.0,1.1,85,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:35:00,
2015-06-05 01:40:00,55.2,50.9,29.82,WNW,297,0.6,1.2,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:40:00,
2015-06-05 01:45:00,55.2,51.0,29.82,ENE,63,0.1,1.2,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:45:00,
2015-06-05 01:50:00,55.0,50.8,29.82,SSE,168,1.3,1.3,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:50:00,
2015-06-05 01:55:00,55.2,51.1,29.82,WNW,290,1.2,1.4,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 08:55:00,
2015-06-05 02:00:00,55.2,51.1,29.82,West,266,0.5,1.4,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 09:00:00,
2015-06-05 02:05:00,55.0,50.9,29.82,SSE,149,0.4,1.2,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 09:05:00,
2015-06-05 02:10:00,55.0,50.9,29.82,NW,312,0.8,1.0,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 09:10:00,
2015-06-05 02:15:00,54.8,50.8,29.82,South,178,0.7,1.2,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2015-06-05 09:15:00,
