Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2011-12-19 00:03:00,46.4,41.9,30.11,SE,145,0.4,0.9,84,0.00,,,0.00,9.021,WeatherBaga 2.4.3,2011-12-19 08:03:00,
2011-12-19 00:08:00,46.4,41.9,30.11,SE,141,1.7,2.1,84,0.00,,,0.00,9.054,WeatherBaga 2.4.3,2011-12-19 08:08:00,
2011-12-19 00:13:00,46.7,41.8,30.11,SSW,192,0.4,3.0,83,0.00,,,0.00,8.609,WeatherBaga 2.4.3,2011-12-19 08:13:00,
2011-12-19 00:18:00,46.7,42.1,30.11,East,98,0.1,3.0,84,0.00,,,0.00,8.407,WeatherBaga 2.4.3,2011-12-19 08:18:00,
2011-12-19 00:23:00,46.7,42.0,30.11,SE,126,0.2,1.2,84,0.00,,,0.00,8.698,WeatherBaga 2.4.3,2011-12-19 08:23:00,
2011-12-19 00:28:00,46.7,42.1,30.11,NNW,329,1.2,1.4,84,0.00,,,0.00,8.549,WeatherBaga 2.4.3,2011-12-19 08:28:00,
2011-12-19 00:33:00,46.7,42.1,30.11,ESE,121,0.8,1.5,84,0.00,,,0.00,8.602,WeatherBaga 2.4.3,2011-12-19 08:33:00,
2011-12-19 00:38:00,46.7,42.2,30.11,NE,46,0.1,1.5,84,0.00,,,0.00,8.054,WeatherBaga 2.4.3,2011-12-19 08:38:00,
2011-12-19 00:43:00,46.7,42.1,30.11,NW,324,0.5,1.4,84,0.00,,,0.00,8.364,WeatherBaga 2.4.3,2011-12-19 08:43:00,
2011-12-19 00:48:00,46.9,42.3,30.11,East,93,0.4,1.4,84,0.00,,,0.00,8.223,WeatherBaga 2.4.3,2011-12-19 08:48:00,
2011-12-19 00:53:00,46.9,42.3,30.11,North,350,0.2,1.0,84,0.00,,,0.00,8.354,WeatherBaga 2.4.3,2011-12-19 08:53:00,
2011-12-19 00:58:00,46.7,42.1,30.11,SSE,159,0.9,1.9,84,0.00,,,0.00,7.044,WeatherBaga 2.4.3,2011-12-19 08:58:00,
2011-12-19 01:03:00,46.7,42.1,30.10,SSE,158,0.8,2.3,84,0.00,,,0.00,7.447,WeatherBaga 2.4.3,2011-12-19 09:03:00,
2011-12-19 01:08:00,46.9,42.2,30.11,SSW,200,0.8,2.3,84,0.00,,,0.00,7.500,WeatherBaga 2.4.3,2011-12-19 09:08:00,
2011-12-19 01:13:00,46.9,42.2,30.12,North,350,0.4,2.3,84,0.00,,,0.00,7.516,WeatherBaga 2.4.3,2011-12-19 09:13:00,
2011-12-19 01:18:00,47.1,42.4,30.11,SSE,159,0.5,2.3,84,0.00,,,0.00,7.193,WeatherBaga 2.4.3,2011-12-19 09:18:00,
2011-12-19 01:23:00,47.1,42.4,30.11,South,183,0.7,0.8,84,0.00,,,0.00,7.434,WeatherBaga 2.4.3,2011-12-19 09:23:00,
2011-12-19 01:28:00,47.1,42.5,30.11,ENE,78,0.3,1.0,84,0.00,,,0.00,3.461,WeatherBaga 2.4.3,2011-12-19 09:28:00,
2011-12-19 01:33:00,47.1,42.6,30.10,SSE,156,0.5,1.0,84,0.00,,,0.00,7.694,WeatherBaga 2.4.3,2011-12-19 09:33:00,
2011-12-19 01:38:00,47.1,42.5,30.10,North,358,0.6,0.9,84,0.00,,,0.00,2.847,WeatherBaga 2.4.3,2011-12-19 09:38:00,
2011-12-19 01:43:00,47.1,42.5,30.10,South,169,0.3,1.1,84,0.00,,,0.00,7.797,WeatherBaga 2.4.3,2011-12-19 09:43:00,
2011-12-19 01:48:00,47.1,42.2,30.09,SSE,166,1.7,3.1,83,0.00,,,0.00,7.840,WeatherBaga 2.4.3,2011-12-19 09:48:00,
2011-12-19 01:53:00,47.3,42.3,30.09,SE,130,1.9,3.1,83,0.00,,,0.00,7.761,WeatherBaga 2.4.3,2011-12-19 09:53:00,
2011-12-19 01:58:00,47.3,42.2,30.09,NNW,346,0.6,2.8,82,0.00,,,0.00,8.057,WeatherBaga 2.4.3,2011-12-19 09:58:00,
2011-12-19 02:03:00,47.3,42.2,30.09,NNW,336,1.1,2.1,82,0.00,,,0.00,7.965,WeatherBaga 2.4.3,2011-12-19 10:03:00,
2011-12-19 02:08:00,47.3,42.1,30.10,North,3,0.9,1.7,82,0.00,,,0.00,7.807,WeatherBaga 2.4.3,2011-12-19 10:08:00,
2011-12-19 02:13:00,47.4,42.4,30.10,ENE,63,0.7,1.7,83,0.00,,,0.00,7.962,WeatherBaga 2.4.3,2011-12-19 10:13:00,
2011-12-19 02:18:00,47.4,42.3,30.10,ESE,122,0.8,1.0,82,0.00,,,0.00,7.714,WeatherBaga 2.4.3,2011-12-19 10:18:00,
2011-12-19 02:23:00,47.3,42.3,30.09,SE,144,1.1,2.1,83,0.00,,,0.00,7.919,WeatherBaga 2.4.3,2011-12-19 10:23:00,
2011-12-19 02:28:00,47.3,42.2,30.09,SSE,159,1.2,2.1,82,0.00,,,0.00,8.206,WeatherBaga 2.4.3,2011-12-19 10:28:00,
2011-12-19 02:33:00,47.3,42.1,30.08,SSE,152,3.0,3.6,82,0.00,,,0.00,8.196,WeatherBaga 2.4.3,2011-12-19 10:33:00,
