Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2011-07-20 00:01:00,59.1,55.2,29.95,NNE,32,0.4,0.8,87,0.00,,,0.00,3.470,WeatherBaga 2.4.3,2011-07-20 07:01:00,
2011-07-20 00:06:00,59.0,55.1,29.95,SE,128,0.3,0.8,87,0.00,,,0.00,3.461,WeatherBaga 2.4.3,2011-07-20 07:06:00,
2011-07-20 00:11:00,59.0,55.2,29.95,WNW,300,0.4,0.7,87,0.00,,,0.00,3.586,WeatherBaga 2.4.3,2011-07-20 07:11:00,
2011-07-20 00:16:00,58.8,55.1,29.95,West,277,1.0,1.3,88,0.00,,,0.00,3.517,WeatherBaga 2.4.3,2011-07-20 07:16:00,
2011-07-20 00:21:00,58.8,55.1,29.95,NW,314,0.4,1.4,88,0.00,,,0.00,3.556,WeatherBaga 2.4.3,2011-07-20 07:21:00,
2011-07-20 00:22:00,58.8,55.1,29.95,NW,307,0.6,1.4,88,0.00,,,0.00,3.556,WeatherBaga 2.4.3,2011-07-20 07:22:00,
2011-07-20 00:23:00,58.8,55.1,29.95,West,268,0.9,1.4,88,0.00,,,0.00,3.269,WeatherBaga 2.4.3,2011-07-20 07:23:00,
2011-07-20 00:27:00,58.8,55.2,29.95,SW,226,0.4,1.4,88,0.00,,,0.00,3.728,WeatherBaga 2.4.3,2011-07-20 07:27:00,
2011-07-20 00:28:00,58.8,55.2,29.95,South,170,0.2,1.2,88,0.00,,,0.00,3.721,WeatherBaga 2.4.3,2011-07-20 07:28:00,
2011-07-20 00:33:00,58.8,55.2,29.95,SSW,203,0.8,1.2,88,0.00,,,0.00,3.814,WeatherBaga 2.4.3,2011-07-20 07:33:00,
2011-07-20 00:38:00,58.8,55.2,29.95,SSE,157,0.4,1.3,88,0.00,,,0.00,3.853,WeatherBaga 2.4.3,2011-07-20 07:38:00,
2011-07-20 00:39:00,58.8,55.2,29.95,SW,221,0.3,1.3,88,0.00,,,0.00,3.652,WeatherBaga 2.4.3,2011-07-20 07:39:00,
2011-07-20 00:43:00,58.4,54.8,29.95,SW,214,0.2,1.3,88,0.00,,,0.00,3.830,WeatherBaga 2.4.3,2011-07-20 07:43:00,
2011-07-20 00:44:00,58.4,54.8,29.95,SW,216,0.4,1.3,88,0.00,,,0.00,3.870,WeatherBaga 2.4.3,2011-07-20 07:44:00,
2011-07-20 00:49:00,58.6,55.2,29.95,SW,214,0.6,1.0,88,0.00,,,0.00,3.718,WeatherBaga 2.4.3,2011-07-20 07:49:00,
2011-07-20 00:54:00,58.4,55.0,29.95,SE,132,0.5,1.0,89,0.00,,,0.00,3.738,WeatherBaga 2.4.3,2011-07-20 07:54:00,
2011-07-20 00:59:00,58.2,54.8,29.95,SSE,154,0.6,0.8,88,0.00,,,0.00,3.629,WeatherBaga 2.4.3,2011-07-20 07:59:00,
2011-07-20 01:04:00,58.2,54.8,29.95,SW,223,0.2,0.8,89,0.00,,,0.00,3.566,WeatherBaga 2.4.3,2011-07-20 08:04:00,
2011-07-20 01:09:00,57.9,54.6,29.95,WSW,257,0.5,0.8,89,0.00,,,0.00,3.768,WeatherBaga 2.4.3,2011-07-20 08:09:00,
2011-07-20 01:14:00,57.9,54.8,29.94,SSE,164,0.4,1.0,90,0.00,,,0.00,3.797,WeatherBaga 2.4.3,2011-07-20 08:14:00,
2011-07-20 01:19:00,57.9,54.8,29.94,NW,312,0.7,1.0,89,0.00,,,0.00,3.662,WeatherBaga 2.4.3,2011-07-20 08:19:00,
2011-07-20 01:20:00,57.9,54.8,29.94,WNW,290,0.8,1.0,89,0.00,,,0.00,3.768,WeatherBaga 2.4.3,2011-07-20 08:20:00,
2011-07-20 01:24:00,57.9,54.8,29.94,WNW,286,0.8,0.9,90,0.00,,,0.00,3.655,WeatherBaga 2.4.3,2011-07-20 08:24:00,
2011-07-20 01:25:00,57.9,54.8,29.94,NW,311,0.6,0.9,90,0.00,,,0.00,3.725,WeatherBaga 2.4.3,2011-07-20 08:25:00,
2011-07-20 01:26:00,57.7,54.7,29.94,WNW,287,0.8,1.0,90,0.00,,,0.00,3.764,WeatherBaga 2.4.3,2011-07-20 08:26:00,
2011-07-20 01:29:00,57.7,54.6,29.94,West,270,0.3,1.1,90,0.00,,,0.00,3.688,WeatherBaga 2.4.3,2011-07-20 08:29:00,
2011-07-20 01:31:00,57.7,54.6,29.94,WNW,299,0.5,1.1,89,0.00,,,0.00,3.477,WeatherBaga 2.4.3,2011-07-20 08:31:00,
2011-07-20 01:36:00,57.5,54.4,29.94,SSW,204,0.3,1.1,90,0.00,,,0.00,3.824,WeatherBaga 2.4.3,2011-07-20 08:36:00,
2011-07-20 01:38:00,57.5,54.6,29.94,South,180,0.7,1.0,90,0.00,,,0.00,3.768,WeatherBaga 2.4.3,2011-07-20 08:38:00,
2011-07-20 01:42:00,57.5,54.5,29.93,WNW,294,0.6,1.0,90,0.00,,,0.00,3.820,WeatherBaga 2.4.3,2011-07-20 08:42:00,
2011-07-20 01:44:00,57.5,54.5,29.93,WSW,246,0.2,1.0,90,0.00,,,0.00,3.685,WeatherBaga 2.4.3,2011-07-20 08:44:00,
2011-07-20 01:47:00,57.3,54.4,29.93,SSW,212,0.4,1.0,90,0.00,,,0.00,3.847,WeatherBaga 2.4.3,2011-07-20 08:47:00,
2011-07-20 01:52:00,57.3,54.4,29.93,WNW,302,0.7,1.1,90,0.00,,,0.00,3.979,WeatherBaga 2.4.3,2011-07-20 08:52:00,
2011-07-20 01:57:00,57.3,54.5,29.93,WNW,298,0.6,1.1,90,0.00,,,0.00,4.088,WeatherBaga 2.4.3,2011-07-20 08:57:00,
2011-07-20 02:02:00,57.2,54.3,29.93,WNW,293,0.7,1.0,90,0.00,,,0.00,3.972,WeatherBaga 2.4.3,2011-07-20 09:02:00,
2011-07-20 02:07:00,57.2,54.3,29.93,SW,232,0.4,0.9,90,0.00,,,0.00,3.998,WeatherBaga 2.4.3,2011-07-20 09:07:00,
2011-07-20 02:12:00,57.2,54.4,29.93,WSW,253,0.3,0.8,90,0.00,,,0.00,4.675,WeatherBaga 2.4.3,2011-07-20 09:12:00,
2011-07-20 02:17:00,57.2,54.5,29.93,South,182,0.6,1.0,91,0.00,,,0.00,4.385,WeatherBaga 2.4.3,2011-07-20 09:17:00,
2011-07-20 02:22:00,57.2,54.4,29.93,West,264,0.7,1.1,90,0.00,,,0.00,4.705,WeatherBaga 2.4.3,2011-07-20 09:22:00,
2011-07-20 02:23:00,57.2,54.4,29.93,SW,236,0.4,1.1,90,0.00,,,0.00,4.873,WeatherBaga 2.4.3,2011-07-20 09:23:00,
2011-07-20 02:28:00,57.0,54.2,29.93,WNW,299,0.2,1.2,90,0.00,,,0.00,4.731,WeatherBaga 2.4.3,2011-07-20 09:28:00,
2011-07-20 02:29:00,57.0,54.2,29.93,WSW,245,0.5,1.2,90,0.00,,,0.00,4.309,WeatherBaga 2.4.3,2011-07-20 09:29:00,
2011-07-20 02:34:00,57.0,54.4,29.93,SSW,194,0.8,1.2,91,0.00,,,0.00,5.180,WeatherBaga 2.4.3,2011-07-20 09:34:00,
2011-07-20 02:35:00,57.0,54.4,29.93,South,186,0.7,1.2,91,0.00,,,0.00,5.342,WeatherBaga 2.4.3,2011-07-20 09:35:00,
2011-07-20 02:37:00,57.0,54.4,29.93,SSW,201,0.6,1.0,91,0.00,,,0.00,4.117,WeatherBaga 2.4.3,2011-07-20 09:37:00,
2011-07-20 02:39:00,56.8,54.1,29.93,SW,223,0.2,1.0,91,0.00,,,0.00,5.269,WeatherBaga 2.4.3,2011-07-20 09:39:00,
2011-07-20 02:42:00,56.8,54.2,29.93,SSE,163,0.7,1.1,91,0.00,,,0.00,5.167,WeatherBaga 2.4.3,2011-07-20 09:42:00,
