Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2009-07-26 00:02:00,55.4,53.2,30.01,ENE,59,0.6,1.4,92,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 07:02:00,
2009-07-26 00:12:00,55.2,53.1,30.01,South,182,0.7,1.2,93,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 07:12:00,
2009-07-26 00:22:00,55.2,53.2,30.02,NNE,32,0.2,2.0,93,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 07:22:00,
2009-07-26 00:27:00,55.4,53.2,30.02,SE,145,1.4,2.0,92,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 07:27:00,
2009-07-26 00:32:00,55.5,53.2,30.02,NNE,33,0.3,1.7,92,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 07:32:00,
2009-07-26 00:37:00,55.7,53.3,30.02,NE,45,1.5,1.7,92,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 07:37:00,
2009-07-26 00:47:00,55.9,53.3,30.01,North,6,0.5,1.7,91,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 07:47:00,
2009-07-26 00:52:00,56.1,53.3,30.01,NW,310,1.2,2.0,90,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 07:52:00,
2009-07-26 00:57:00,56.3,53.3,30.01,NNW,332,0.6,2.7,90,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 07:57:00,
2009-07-26 01:02:00,56.4,53.2,30.01,NNW,328,1.2,3.6,89,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 08:02:00,
2009-07-26 01:07:00,56.4,53.0,30.01,ENE,74,1.8,3.6,88,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 08:07:00,
2009-07-26 01:12:00,56.6,53.1,30.01,ENE,72,1.7,2.9,88,-99.99,,,0.00,WeatherBaga 1.0,2009-07-26 08:12:00,
