Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2009-08-05 00:01:00,58.8,53.6,30.02,WNW,282,0.4,1.0,83,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 07:01:00,
2009-08-05 00:06:00,58.6,53.5,30.02,NW,316,0.4,1.1,83,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 07:06:00,
2009-08-05 00:11:00,58.6,53.8,30.02,West,262,0.5,1.4,84,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 07:11:00,
2009-08-05 00:26:00,58.1,53.7,30.03,SSW,210,0.6,0.9,85,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 07:26:00,
2009-08-05 00:31:00,58.1,53.6,30.03,SSW,203,0.7,1.4,85,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 07:31:00,
2009-08-05 00:46:00,57.9,53.6,30.03,SSW,211,0.8,1.0,86,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 07:46:00,
2009-08-05 00:51:00,58.1,53.7,30.03,SE,145,0.7,1.8,85,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 07:51:00,
2009-08-05 00:56:00,58.1,53.6,30.03,NNW,348,0.6,1.8,85,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 07:56:00,
2009-08-05 01:01:00,58.1,53.6,30.03,ENE,70,0.6,1.5,85,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 08:01:00,
2009-08-05 01:06:00,57.9,53.5,30.03,SSW,206,0.5,1.5,85,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 08:06:00,
2009-08-05 01:11:00,57.7,53.5,30.03,NW,307,0.5,1.3,86,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 08:11:00,
2009-08-05 01:16:00,57.5,53.6,30.03,NNW,346,1.0,1.4,87,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 08:16:00,
2009-08-05 01:21:00,57.5,53.6,30.03,ESE,102,0.5,1.4,87,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 08:21:00,
2009-08-05 01:26:00,57.3,53.4,30.03,WNW,284,0.7,1.1,87,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 08:26:00,
2009-08-05 01:31:00,57.2,53.4,30.03,West,271,1.3,1.7,87,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 08:31:00,
2009-08-05 01:36:00,57.2,53.5,30.03,West,273,0.4,1.7,87,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 08:36:00,
2009-08-05 01:41:00,57.0,53.3,30.03,West,278,0.8,1.3,88,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 08:41:00,
2009-08-05 01:46:00,57.0,53.4,30.03,WNW,301,0.6,1.1,88,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 08:46:00,
2009-08-05 01:51:00,57.0,53.5,30.03,NE,47,1.6,1.7,88,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 08:51:00,
2009-08-05 02:01:00,56.6,53.2,30.03,NW,308,0.8,1.7,88,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 09:01:00,
2009-08-05 02:06:00,56.6,53.2,30.03,North,351,1.2,1.7,88,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 09:06:00,
2009-08-05 02:11:00,56.6,53.2,30.03,South,169,0.2,1.7,88,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 09:11:00,
2009-08-05 02:16:00,56.4,53.2,30.03,WNW,299,0.2,1.2,89,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 09:16:00,
2009-08-05 02:21:00,56.3,53.3,30.03,SSE,166,0.7,1.2,90,-99.99,,,0.00,WeatherBaga 1.0,2009-08-05 09:21:00,
