Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2009-08-25 00:01:00,54.8,52.0,29.99,ESE,121,0.3,1.5,90,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:01:00,
2009-08-25 00:06:00,54.8,51.9,29.99,ENE,58,0.7,1.5,90,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:06:00,
2009-08-25 00:11:00,54.8,51.9,29.99,ESE,122,0.4,1.3,90,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:11:00,
2009-08-25 00:16:00,54.6,51.7,29.98,ENE,73,0.7,1.3,90,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:16:00,
2009-08-25 00:21:00,54.5,51.7,29.98,East,79,0.4,1.0,90,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:21:00,
2009-08-25 00:26:00,54.3,51.8,29.99,ENE,63,0.8,1.0,91,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:26:00,
2009-08-25 00:31:00,54.5,51.9,29.99,NNE,30,0.5,1.1,91,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:31:00,
2009-08-25 00:36:00,54.6,52.0,29.99,NE,49,1.1,1.2,91,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:36:00,
2009-08-25 00:41:00,55.2,52.2,29.99,ENE,61,1.4,1.8,90,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:41:00,
2009-08-25 00:46:00,55.5,52.0,29.99,NE,56,1.9,2.0,88,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:46:00,
2009-08-25 00:51:00,56.1,52.0,29.99,NE,34,0.2,2.3,86,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:51:00,
2009-08-25 00:56:00,56.3,52.0,29.99,ENE,70,1.4,2.3,86,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 07:56:00,
2009-08-25 01:01:00,56.4,51.9,29.99,SSE,151,0.3,2.3,85,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 08:01:00,
2009-08-25 01:06:00,56.6,52.0,29.99,SE,125,0.6,2.3,85,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 08:06:00,
2009-08-25 01:11:00,56.6,52.0,29.99,ESE,115,0.7,2.2,84,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 08:11:00,
2009-08-25 01:16:00,56.8,52.0,29.99,South,188,0.6,2.2,84,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 08:16:00,
2009-08-25 01:21:00,57.0,52.2,29.99,ENE,70,0.5,1.5,84,-99.99,,,0.00,WeatherBaga 1.0,2009-08-25 08:21:00,
