Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2009-07-12 00:00:00,61.7,55.4,30.04,SE,132,0.6,4.1,80,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 07:00:00,
2009-07-12 00:25:00,61.3,55.5,30.04,South,179,0.7,3.0,81,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 07:25:00,
2009-07-12 00:35:00,61.1,55.5,30.04,South,185,0.2,3.4,82,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 07:35:00,
2009-07-12 00:45:00,60.9,55.5,30.04,SSE,162,0.5,2.7,82,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 07:45:00,
2009-07-12 00:50:00,60.9,55.5,30.04,SSE,156,1.3,2.7,82,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 07:50:00,
2009-07-12 00:55:00,60.8,55.5,30.04,SE,142,1.2,2.0,83,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 07:55:00,
2009-07-12 01:00:00,60.8,55.5,30.04,SSE,161,0.6,1.9,83,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 08:00:00,
2009-07-12 01:05:00,60.6,55.4,30.04,SE,133,1.5,1.9,83,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 08:05:00,
2009-07-12 01:10:00,60.6,55.5,30.04,NNW,347,0.8,3.3,83,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 08:10:00,
2009-07-12 01:15:00,60.4,55.2,30.04,South,179,1.0,3.3,83,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 08:15:00,
2009-07-12 01:20:00,60.4,55.3,30.04,South,169,0.4,3.1,83,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 08:20:00,
2009-07-12 01:25:00,60.2,55.0,30.04,SSE,166,0.4,2.0,83,-99.99,,,0.00,WeatherBaga 1.0,2009-07-12 08:25:00,
