Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2014-09-14 00:04:00,60.2,55.9,29.82,East,94,0.4,0.9,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:04:00,
2014-09-14 00:09:00,60.2,56.1,29.82,SE,129,1.2,1.3,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:09:00,
2014-09-14 00:14:00,60.2,56.1,29.82,SE,131,0.6,1.3,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:14:00,
2014-09-14 00:19:00,60.0,55.8,29.82,NW,321,0.6,1.3,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:19:00,
2014-09-14 00:24:00,59.9,55.8,29.82,South,181,0.3,0.8,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:24:00,
2014-09-14 00:29:00,59.9,55.7,29.82,WNW,300,0.5,0.8,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:29:00,
2014-09-14 00:34:00,59.7,55.6,29.82,WSW,248,0.4,0.7,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:34:00,
2014-09-14 00:39:00,59.5,55.5,29.82,WNW,296,0.4,0.7,86,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:39:00,
2014-09-14 00:44:00,59.5,55.6,29.83,North,358,0.6,0.8,87,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:44:00,
2014-09-14 00:49:00,59.5,55.7,29.83,NW,312,0.4,0.9,87,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:49:00,
2014-09-14 00:54:00,59.5,55.7,29.83,ESE,107,0.2,0.9,87,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:54:00,
2014-09-14 00:59:00,59.3,55.5,29.83,South,189,0.2,0.8,87,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 07:59:00,
2014-09-14 01:04:00,59.1,55.2,29.83,WSW,246,0.2,0.5,87,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 08:04:00,
2014-09-14 01:09:00,59.0,55.1,29.82,West,277,0.5,0.6,87,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 08:09:00,
2014-09-14 01:14:00,59.1,55.3,29.83,South,180,0.6,0.8,87,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 08:14:00,
2014-09-14 01:19:00,59.0,55.3,29.83,SSW,200,0.2,0.8,88,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 08:19:00,
2014-09-14 01:24:00,59.0,55.3,29.82,SE,133,0.3,0.6,87,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 08:24:00,
2014-09-14 01:29:00,58.8,55.1,29.83,SSW,204,0.3,0.7,88,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 08:29:00,
2014-09-14 01:30:00,58.8,55.1,29.83,SSW,206,0.3,0.7,88,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 08:30:00,
2014-09-14 01:35:00,58.8,55.1,29.83,WNW,296,0.6,0.7,88,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 08:35:00,
2014-09-14 01:40:00,58.6,54.9,29.83,ESE,105,0.2,0.7,88,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 08:40:00,
2014-09-14 01:45:00,58.8,55.3,29.83,NE,51,0.6,0.7,88,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 08:45:00,
2014-09-14 01:47:00,58.8,55.3,29.83,West,270,0.2,0.7,88,0.00,,,0.00,1,WeatherBaga 2.4.4,2014-09-14 08:47:00,
