Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2010-11-22 00:02:00,45.8,42.6,30.14,West,260,0.3,2.0,89,0.00,,,0.00,10.524,WeatherBaga 2.3.1,2010-11-22 08:02:00,
2010-11-22 00:03:00,45.8,42.6,30.14,SSW,199,1.0,1.4,89,0.00,,,0.00,11.279,WeatherBaga 2.3.1,2010-11-22 08:03:00,
2010-11-22 00:08:00,45.5,42.4,30.15,NNE,28,0.6,1.5,89,0.00,,,0.00,11.213,WeatherBaga 2.3.1,2010-11-22 08:08:00,
2010-11-22 00:09:00,45.5,42.3,30.15,North,353,0.9,1.6,88,0.00,,,0.00,11.118,WeatherBaga 2.3.1,2010-11-22 08:09:00,
2010-11-22 00:13:00,45.5,42.4,30.15,ENE,75,0.4,1.6,89,0.00,,,0.00,11.164,WeatherBaga 2.3.1,2010-11-22 08:13:00,
2010-11-22 00:14:00,45.5,42.5,30.15,North,8,0.6,1.6,89,0.00,,,0.00,10.900,WeatherBaga 2.3.1,2010-11-22 08:14:00,
2010-11-22 00:15:00,45.5,42.5,30.14,SE,136,1.1,1.6,89,0.00,,,0.00,11.161,WeatherBaga 2.3.1,2010-11-22 08:15:00,
2010-11-22 00:18:00,45.5,42.4,30.14,South,174,0.4,1.8,89,0.00,,,0.00,11.055,WeatherBaga 2.3.1,2010-11-22 08:18:00,
2010-11-22 00:19:00,45.5,42.4,30.14,SSW,200,0.7,1.8,89,0.00,,,0.00,11.154,WeatherBaga 2.3.1,2010-11-22 08:19:00,
2010-11-22 00:20:00,45.5,42.4,30.14,WNW,284,1.3,2.7,89,0.00,,,0.00,11.190,WeatherBaga 2.3.1,2010-11-22 08:20:00,
2010-11-22 00:21:00,45.6,42.5,30.14,WNW,296,0.8,2.7,89,0.00,,,0.00,10.903,WeatherBaga 2.3.1,2010-11-22 08:21:00,
2010-11-22 00:24:00,45.6,42.4,30.15,NW,326,0.3,3.6,89,0.00,,,0.00,11.042,WeatherBaga 2.3.1,2010-11-22 08:24:00,
2010-11-22 00:25:00,45.6,42.4,30.15,North,350,0.7,3.6,88,0.00,,,0.00,11.062,WeatherBaga 2.3.1,2010-11-22 08:25:00,
2010-11-22 00:26:00,45.6,42.4,30.15,SW,219,0.1,3.6,88,0.00,,,0.00,11.052,WeatherBaga 2.3.1,2010-11-22 08:26:00,
2010-11-22 00:29:00,45.5,42.4,30.15,West,262,0.2,3.6,89,0.00,,,0.00,10.999,WeatherBaga 2.3.1,2010-11-22 08:29:00,
2010-11-22 00:31:00,45.5,42.4,30.15,NW,318,0.6,3.6,89,0.00,,,0.00,11.022,WeatherBaga 2.3.1,2010-11-22 08:31:00,
2010-11-22 00:32:00,45.5,42.4,30.15,NNW,337,0.6,3.6,89,0.00,,,0.00,10.989,WeatherBaga 2.3.1,2010-11-22 08:32:00,
2010-11-22 00:34:00,45.3,42.2,30.15,South,191,1.2,1.3,89,0.00,,,0.00,11.029,WeatherBaga 2.3.1,2010-11-22 08:34:00,
2010-11-22 00:37:00,45.3,42.3,30.15,WSW,247,0.5,1.7,89,0.00,,,0.00,10.916,WeatherBaga 2.3.1,2010-11-22 08:37:00,
2010-11-22 00:40:00,45.1,42.2,30.15,South,189,0.8,1.7,90,0.00,,,0.00,10.966,WeatherBaga 2.3.1,2010-11-22 08:40:00,
2010-11-22 00:42:00,44.9,42.1,30.14,South,172,0.2,1.7,90,0.00,,,0.00,10.992,WeatherBaga 2.3.1,2010-11-22 08:42:00,
2010-11-22 00:45:00,44.9,42.2,30.15,North,351,0.3,1.6,90,0.00,,,0.00,10.847,WeatherBaga 2.3.1,2010-11-22 08:45:00,
2010-11-22 00:48:00,44.9,42.2,30.14,SSW,203,1.0,1.6,90,0.00,,,0.00,10.821,WeatherBaga 2.3.1,2010-11-22 08:48:00,
2010-11-22 00:50:00,44.9,42.3,30.14,SSW,209,1.3,2.1,90,0.00,,,0.00,11.045,WeatherBaga 2.3.1,2010-11-22 08:50:00,
2010-11-22 00:53:00,45.1,42.4,30.14,WSW,255,0.3,2.1,90,0.00,,,0.00,11.118,WeatherBaga 2.3.1,2010-11-22 08:53:00,
