Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2010-04-16 00:00:00,52.3,45.4,30.05,NW,312,0.9,1.4,77,0.00,,,0.00,11.276,WeatherBaga 2.3,2010-04-16 07:00:00,
2010-04-16 00:05:00,52.1,45.5,30.06,WNW,282,1.0,1.4,78,0.00,,,0.00,11.326,WeatherBaga 2.3,2010-04-16 07:05:00,
2010-04-16 00:10:00,51.9,45.5,30.06,NW,324,0.6,1.4,79,0.00,,,0.00,11.428,WeatherBaga 2.3,2010-04-16 07:10:00,
2010-04-16 00:15:00,51.8,45.7,30.06,SSE,147,0.4,1.2,80,0.00,,,0.00,11.223,WeatherBaga 2.3,2010-04-16 07:15:00,
2010-04-16 00:20:00,51.6,45.8,30.06,SW,222,0.6,1.0,80,0.00,,,0.00,11.236,WeatherBaga 2.3,2010-04-16 07:20:00,
2010-04-16 00:25:00,51.4,45.6,30.06,NW,308,0.3,1.0,81,0.00,,,0.00,11.339,WeatherBaga 2.3,2010-04-16 07:25:00,
2010-04-16 00:30:00,51.2,45.5,30.07,SW,223,0.3,0.9,81,0.00,,,0.00,11.365,WeatherBaga 2.3,2010-04-16 07:30:00,
2010-04-16 00:35:00,51.2,45.8,30.07,SW,219,0.2,0.9,82,0.00,,,0.00,11.263,WeatherBaga 2.3,2010-04-16 07:35:00,
2010-04-16 00:40:00,51.0,45.5,30.07,SSE,166,1.0,1.8,82,0.00,,,0.00,11.316,WeatherBaga 2.3,2010-04-16 07:40:00,
2010-04-16 00:45:00,51.2,45.6,30.07,SE,136,0.8,2.0,81,0.00,,,0.00,11.402,WeatherBaga 2.3,2010-04-16 07:45:00,
2010-04-16 00:50:00,51.2,45.6,30.07,West,272,0.4,2.0,81,0.00,,,0.00,11.329,WeatherBaga 2.3,2010-04-16 07:50:00,
2010-04-16 00:55:00,51.0,45.7,30.07,NE,42,0.3,2.0,82,0.00,,,0.00,11.335,WeatherBaga 2.3,2010-04-16 07:55:00,
2010-04-16 01:00:00,50.7,45.4,30.07,North,350,0.4,1.6,82,0.00,,,0.00,11.408,WeatherBaga 2.3,2010-04-16 08:00:00,
2010-04-16 01:05:00,50.5,45.6,30.07,NE,40,0.4,1.6,83,0.00,,,0.00,11.144,WeatherBaga 2.3,2010-04-16 08:05:00,
2010-04-16 01:15:00,50.0,45.4,30.07,West,276,0.7,0.9,84,0.00,,,0.00,11.382,WeatherBaga 2.3,2010-04-16 08:15:00,
2010-04-16 01:20:00,49.8,45.3,30.07,SW,217,0.2,1.2,84,0.00,,,0.00,11.415,WeatherBaga 2.3,2010-04-16 08:20:00,
2010-04-16 01:25:00,49.8,45.6,30.07,NW,316,0.8,1.2,85,0.00,,,0.00,11.368,WeatherBaga 2.3,2010-04-16 08:25:00,
2010-04-16 01:30:00,49.6,45.7,30.07,South,187,0.7,1.2,86,0.00,,,0.00,11.467,WeatherBaga 2.3,2010-04-16 08:30:00,
2010-04-16 01:40:00,49.6,45.7,30.07,NW,316,0.9,1.3,86,0.00,,,0.00,11.392,WeatherBaga 2.3,2010-04-16 08:40:00,
2010-04-16 01:50:00,49.6,45.7,30.08,WNW,300,0.4,1.4,86,0.00,,,0.00,10.897,WeatherBaga 2.3,2010-04-16 08:50:00,
2010-04-16 01:55:00,49.6,45.6,30.08,WNW,302,1.0,1.4,86,0.00,,,0.00,11.174,WeatherBaga 2.3,2010-04-16 08:55:00,
2010-04-16 02:00:00,49.6,45.6,30.08,SSW,198,1.1,1.7,86,0.00,,,0.00,11.434,WeatherBaga 2.3,2010-04-16 09:00:00,
2010-04-16 02:15:00,49.8,45.5,30.07,NNW,338,1.4,1.6,85,0.00,,,0.00,11.263,WeatherBaga 2.3,2010-04-16 09:15:00,
2010-04-16 02:25:00,49.8,45.5,30.07,NNE,15,0.4,1.9,85,0.00,,,0.00,11.250,WeatherBaga 2.3,2010-04-16 09:25:00,
2010-04-16 02:45:00,49.8,45.3,30.07,WSW,243,1.1,1.6,85,0.00,,,0.00,11.187,WeatherBaga 2.3,2010-04-16 09:45:00,
2010-04-16 02:50:00,49.8,45.4,30.07,SW,228,0.6,1.6,85,0.00,,,0.00,11.048,WeatherBaga 2.3,2010-04-16 09:50:00,
2010-04-16 02:55:00,50.0,44.7,30.07,ESE,115,0.6,1.5,82,0.00,,,0.00,11.204,WeatherBaga 2.3,2010-04-16 09:55:00,
2010-04-16 03:00:00,50.1,45.1,30.06,NW,319,0.9,1.5,83,0.00,,,0.00,11.197,WeatherBaga 2.3,2010-04-16 10:00:00,
2010-04-16 03:05:00,50.0,45.2,30.07,SSE,148,0.9,1.2,84,0.00,,,0.00,11.230,WeatherBaga 2.3,2010-04-16 10:05:00,
2010-04-16 03:10:00,50.0,45.1,30.08,SSW,212,1.1,1.8,83,0.00,,,0.00,11.230,WeatherBaga 2.3,2010-04-16 10:10:00,
2010-04-16 03:15:00,49.8,44.9,30.08,WSW,254,0.8,1.8,83,0.00,,,0.00,11.246,WeatherBaga 2.3,2010-04-16 10:15:00,
2010-04-16 03:20:00,49.8,44.7,30.08,NNE,24,0.5,1.4,83,0.00,,,0.00,11.184,WeatherBaga 2.3,2010-04-16 10:20:00,
2010-04-16 03:25:00,49.8,44.6,30.08,NNW,340,1.4,1.4,82,0.00,,,0.00,11.171,WeatherBaga 2.3,2010-04-16 10:25:00,
2010-04-16 03:50:00,49.4,43.7,30.08,NE,38,0.3,2.1,81,0.00,,,0.00,11.213,WeatherBaga 2.3,2010-04-16 10:50:00,
2010-04-16 03:55:00,49.2,43.7,30.09,NW,305,1.2,2.1,81,0.00,,,0.00,11.062,WeatherBaga 2.3,2010-04-16 10:55:00,
2010-04-16 04:00:00,48.9,43.2,30.09,NNW,330,1.1,1.6,81,0.00,,,0.00,11.243,WeatherBaga 2.3,2010-04-16 11:00:00,
2010-04-16 04:05:00,48.7,43.8,30.09,ESE,115,1.2,1.5,83,0.00,,,0.00,11.207,WeatherBaga 2.3,2010-04-16 11:05:00,
2010-04-16 04:10:00,48.3,43.4,30.10,South,183,0.8,1.5,83,0.00,,,0.00,11.322,WeatherBaga 2.3,2010-04-16 11:10:00,
2010-04-16 04:15:00,48.0,43.3,30.10,NNW,345,1.1,1.4,84,0.00,,,0.00,11.151,WeatherBaga 2.3,2010-04-16 11:15:00,
2010-04-16 04:20:00,47.8,43.0,30.10,SW,217,0.8,2.0,83,0.00,,,0.00,11.319,WeatherBaga 2.3,2010-04-16 11:20:00,
2010-04-16 04:25:00,48.2,43.6,30.10,NNE,26,0.8,2.0,84,0.00,,,0.00,11.471,WeatherBaga 2.3,2010-04-16 11:25:00,
2010-04-16 04:30:00,48.0,43.4,30.09,SSW,206,0.7,1.4,84,0.00,,,0.00,11.213,WeatherBaga 2.3,2010-04-16 11:30:00,
2010-04-16 04:35:00,47.8,43.4,30.09,NNW,345,0.7,1.6,85,0.00,,,0.00,11.385,WeatherBaga 2.3,2010-04-16 11:35:00,
2010-04-16 04:40:00,47.6,43.3,30.09,WNW,303,0.9,1.6,85,0.00,,,0.00,11.411,WeatherBaga 2.3,2010-04-16 11:40:00,
2010-04-16 04:45:00,47.4,43.4,30.09,NE,55,0.8,1.1,86,0.00,,,0.00,11.293,WeatherBaga 2.3,2010-04-16 11:45:00,
2010-04-16 04:50:00,47.3,43.4,30.09,WNW,284,0.5,2.4,86,0.00,,,0.00,11.289,WeatherBaga 2.3,2010-04-16 11:50:00,
2010-04-16 04:55:00,47.1,43.4,30.09,SSE,164,0.6,2.4,87,0.00,,,0.00,11.596,WeatherBaga 2.3,2010-04-16 11:55:00,
2010-04-16 05:00:00,46.7,43.1,30.10,SSE,166,0.5,1.4,87,0.00,,,0.00,11.207,WeatherBaga 2.3,2010-04-16 12:00:00,
2010-04-16 05:05:00,46.5,43.1,30.10,SW,218,0.7,1.4,88,0.00,,,0.00,11.596,WeatherBaga 2.3,2010-04-16 12:05:00,
2010-04-16 05:15:00,46.2,42.9,30.09,NNW,338,0.2,1.2,88,0.00,,,0.00,11.210,WeatherBaga 2.3,2010-04-16 12:15:00,
2010-04-16 05:20:00,46.0,42.9,30.09,NNW,338,0.9,1.3,89,0.00,,,0.00,11.728,WeatherBaga 2.3,2010-04-16 12:20:00,
2010-04-16 05:25:00,46.0,43.0,30.09,SSW,199,0.2,1.3,89,0.00,,,0.00,11.246,WeatherBaga 2.3,2010-04-16 12:25:00,
2010-04-16 05:40:00,45.5,42.6,30.09,WSW,242,0.8,1.3,90,0.00,,,0.00,11.487,WeatherBaga 2.3,2010-04-16 12:40:00,
2010-04-16 05:55:00,45.3,42.4,30.10,SSE,165,0.8,1.1,90,0.00,,,0.00,11.322,WeatherBaga 2.3,2010-04-16 12:55:00,
2010-04-16 06:00:00,45.1,42.3,30.10,NW,304,0.6,1.0,90,0.00,,,0.00,11.580,WeatherBaga 2.3,2010-04-16 13:00:00,
2010-04-16 06:05:00,44.7,42.0,30.10,SSW,193,0.2,0.8,90,0.00,,,0.00,11.441,WeatherBaga 2.3,2010-04-16 13:05:00,
2010-04-16 06:15:00,44.4,41.8,30.09,WNW,301,0.5,0.7,91,0.00,,,0.00,11.494,WeatherBaga 2.3,2010-04-16 13:15:00,
2010-04-16 06:20:00,44.4,42.0,30.10,West,275,0.5,1.2,91,0.00,,,0.00,11.603,WeatherBaga 2.3,2010-04-16 13:20:00,
2010-04-16 06:25:00,44.2,41.8,30.10,NW,308,0.8,1.2,91,0.00,,,0.00,12.002,WeatherBaga 2.3,2010-04-16 13:25:00,
2010-04-16 06:35:00,44.0,41.7,30.10,NW,323,0.7,1.2,91,0.00,,,0.00,16.319,WeatherBaga 2.3,2010-04-16 13:35:00,
2010-04-16 06:40:00,44.2,42.0,30.10,NE,50,1.1,1.2,92,0.00,,,0.00,19.024,WeatherBaga 2.3,2010-04-16 13:40:00,
2010-04-16 07:00:00,44.2,41.9,30.11,SSW,204,0.2,1.3,92,0.00,,,0.00,33.452,WeatherBaga 2.3,2010-04-16 14:00:00,
