Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2013-09-16 00:03:00,59.5,55.9,29.88,NE,41,0.1,0.8,88,0.00,,,0.00,0.834,WeatherBaga 2.4.4,2013-09-16 07:03:00,
2013-09-16 00:08:00,59.3,55.8,29.88,SSW,212,0.3,1.2,88,0.00,,,0.00,0.913,WeatherBaga 2.4.4,2013-09-16 07:08:00,
2013-09-16 00:13:00,59.3,55.8,29.88,NNW,329,0.3,1.2,88,0.00,,,0.00,0.916,WeatherBaga 2.4.4,2013-09-16 07:13:00,
2013-09-16 00:18:00,59.3,55.9,29.88,WNW,292,0.7,1.4,88,0.00,,,0.00,0.906,WeatherBaga 2.4.4,2013-09-16 07:18:00,
2013-09-16 00:23:00,59.5,56.2,29.88,NW,318,0.5,1.4,89,0.00,,,0.00,0.656,WeatherBaga 2.4.4,2013-09-16 07:23:00,
2013-09-16 00:28:00,59.5,56.3,29.88,NNW,335,1.0,1.5,89,0.00,,,0.00,0.933,WeatherBaga 2.4.4,2013-09-16 07:28:00,
2013-09-16 00:33:00,59.3,56.1,29.88,WNW,292,0.7,1.5,89,0.00,,,0.00,0.827,WeatherBaga 2.4.4,2013-09-16 07:33:00,
2013-09-16 00:38:00,59.3,56.0,29.88,WNW,282,0.7,1.1,89,0.00,,,0.00,0.857,WeatherBaga 2.4.4,2013-09-16 07:38:00,
2013-09-16 00:43:00,59.3,56.1,29.88,WNW,287,0.7,1.1,89,0.00,,,0.00,0.834,WeatherBaga 2.4.4,2013-09-16 07:43:00,
2013-09-16 00:48:00,59.1,55.9,29.88,NW,311,0.7,1.2,89,0.00,,,0.00,0.929,WeatherBaga 2.4.4,2013-09-16 07:48:00,
2013-09-16 00:53:00,59.1,56.0,29.88,WNW,294,0.9,1.2,89,0.00,,,0.00,0.781,WeatherBaga 2.4.4,2013-09-16 07:53:00,
2013-09-16 00:58:00,59.1,56.0,29.88,SSW,213,1.0,1.1,89,0.00,,,0.00,0.695,WeatherBaga 2.4.4,2013-09-16 07:58:00,
2013-09-16 01:03:00,59.0,55.9,29.88,SW,224,0.8,1.2,90,0.00,,,0.00,0.989,WeatherBaga 2.4.4,2013-09-16 08:03:00,
2013-09-16 01:08:00,59.0,56.0,29.88,West,261,0.3,1.2,90,0.00,,,0.00,0.923,WeatherBaga 2.4.4,2013-09-16 08:08:00,
2013-09-16 01:13:00,58.8,55.7,29.88,West,269,0.4,1.1,90,0.00,,,0.00,0.896,WeatherBaga 2.4.4,2013-09-16 08:13:00,
2013-09-16 01:18:00,58.8,55.9,29.88,SE,134,0.3,2.2,90,0.00,,,0.00,0.626,WeatherBaga 2.4.4,2013-09-16 08:18:00,
